family_code,workbook_role,workbook_name,input_worksheet,input_range,field_code,field_name,defined_name,source_worksheet,source_range,option_code,option_description,source_cell,display_order,confidence,source_profile
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,74,74,E80,760,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,75,75,E81,770,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,76,76,E82,780,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,77,77,E83,790,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,78,78,E84,800,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,79,79,E85,810,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,80,80,E86,820,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,81,81,E87,830,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,82,82,E88,840,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,83,83,E89,850,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,84,84,E90,860,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,85,85,E91,870,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,86,86,E92,880,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,87,87,E93,890,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,88,88,E94,900,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,89,89,E95,910,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,90,90,E96,920,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,91,91,E97,930,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,92,92,E98,940,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,93,93,E99,950,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,94,94,E100,960,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,95,95,E101,970,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,96,96,E102,980,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,97,97,E103,990,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,98,98,E104,1000,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,99,99,E105,1010,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,100,100,E106,1020,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,101,101,E107,1030,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,102,102,E108,1040,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,103,103,E109,1050,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,104,104,E110,1060,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,105,105,E111,1070,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,106,106,E112,1080,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,107,107,E113,1090,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,108,108,E114,1100,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,109,109,E115,1110,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,110,110,E116,1120,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,111,111,E117,1130,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,112,112,E118,1140,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,113,113,E119,1150,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,114,114,E120,1160,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,115,115,E121,1170,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,116,116,E122,1180,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,117,117,E123,1190,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,118,118,E124,1200,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,119,119,E125,1210,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,120,120,E126,1220,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,121,121,E127,1230,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,122,122,E128,1240,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,123,123,E129,1250,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,124,124,E130,1260,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,125,125,E131,1270,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,126,126,E132,1280,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,127,127,E133,1290,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,128,128,E134,1300,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,129,129,E135,1310,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,130,130,E136,1320,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,131,131,E137,1330,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,132,132,E138,1340,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,133,133,E139,1350,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,134,134,E140,1360,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,135,135,E141,1370,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,136,136,E142,1380,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,137,137,E143,1390,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,138,138,E144,1400,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,139,139,E145,1410,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,140,140,E146,1420,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,141,141,E147,1430,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,142,142,E148,1440,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,143,143,E149,1450,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,144,144,E150,1460,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,145,145,E151,1470,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,146,146,E152,1480,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,147,147,E153,1490,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,148,148,E154,1500,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,149,149,E155,1510,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,150,150,E156,1520,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
FYBROC,configuration_and_hex_mapping,Nomenclature_V6.xlsm,Smart Number,'Setting-Length-Vertical'!E5:E206,SETTING_LENGTH,Setting/Length Dimension,Vertical_Setting_L_Dimension,Setting-Length-Vertical,E5:E206,151,151,E157,1530,high,C:\Users\makorede\Downloads\Combine_partnumbering - Claude\config\option_profiles\fybroc_defined_names.json
